label,text
Ulaşım Hizmetleri Müdürlüğü,"Otobüs şoförleri kaba davranıyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Ulaşım Hizmetleri Müdürlüğü,"Sayın yetkili, Bisiklet yolu çizgileri silinmiş durumda. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Ulaşım Hizmetleri Müdürlüğü,"Belediyeye iletmek istiyorum: Toplu taşıma saatleri yetersiz, işe geç kalıyoruz. Sürekli ertelenen bu sorun artık kronik hale geldi."
Temizlik İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Çöp arabası saatinde gelmediği için hayvanlar çöpleri dağıttı. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
İnsan Kaynakları ve Eğitim Müdürlüğü,Belediyeye iletmek istiyorum: Belediye çalışanı vatandaşa karşı saygısız davrandı. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
İnsan Kaynakları ve Eğitim Müdürlüğü,"Merhaba, Personel hizmet içi eğitim almalı, yetersizlik görülüyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
İnsan Kaynakları ve Eğitim Müdürlüğü,Belediyeye iletmek istiyorum: Belediye çalışanı vatandaşa karşı saygısız davrandı. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Zabıta Müdürlüğü,"Merhaba, Kaldırımlarda izinsiz tezgah açan satıcılar yayaları engelliyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Zabıta Müdürlüğü,Belediyeye iletmek istiyorum: Kaldırımlarda izinsiz tezgah açan satıcılar yayaları engelliyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Park içi aydınlatmalar çalışmıyor, gece güvenli değil. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Bilgi İşlem Müdürlüğü,"Merhaba, Belediyenin web sitesi açılmıyor, işlem yapamıyorum. Bu konuda ivedilikle işlem yapılması bekleniyor."
Çevre Koruma ve Kontrol Müdürlüğü,"Merhaba, Fabrikadan yayılan duman nedeniyle cam açamıyoruz. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Personel sayısı yetersiz olduğu için işlemler çok yavaş ilerliyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Fen İşleri Müdürlüğü,"Sayın yetkili, Yeni yapılan kaldırımın üstüne araçlar park ediyor, yayalar yola inmek zorunda kalıyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Su ve Kanalizasyon Müdürlüğü,Belediyeye iletmek istiyorum: Kanalizasyon tıkanıklığı nedeniyle kötü koku var. Gerekli kontrollerin yapılmasını rica ediyoruz.
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Ağaçların dalları elektrik tellerine temas ediyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
Fen İşleri Müdürlüğü,"Sokağımızdaki asfalt tamamen dökülmüş durumda, araçlar zarar görüyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Park ve Bahçeler Müdürlüğü,"Merhaba, Parkta oturacak bank yok, yaşlılar dinlenemiyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
Sosyal Yardım İşleri Müdürlüğü,"Sayın yetkili, Engelli kardeşim için destek hizmetlerinden yararlanmak istiyoruz. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Çevre Koruma ve Kontrol Müdürlüğü,"Merhaba, Çöp konteynerleri dezenfekte edilmiyor, sinek artışı var. Gerekli kontrollerin yapılmasını rica ediyoruz."
İmar ve Şehircilik Müdürlüğü,"Sayın yetkili, İnşaatlar gece geç saatlere kadar çalışıyor, gürültü rahatsız edici. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Hukuk İşleri Müdürlüğü,"Merhaba, Hukuki destek almak istiyorum ama ulaşamıyorum. Sürekli ertelenen bu sorun artık kronik hale geldi."
Veteriner İşleri Müdürlüğü,"Sayın yetkili, Sahipsiz hayvanlar için mama-su kabı bırakılmalı. Gerekli kontrollerin yapılmasını rica ediyoruz."
Hukuk İşleri Müdürlüğü,"Dava süreciyle ilgili bilgi talep ettim, dönüş olmadı. Sürekli ertelenen bu sorun artık kronik hale geldi."
Kültür ve Sosyal İşler Müdürlüğü,"Sayın yetkili, Gençlik merkezinde spor aletleri eksik. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Veteriner İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Sahipsiz hayvanlar için mama-su kabı bırakılmalı. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
Mali Hizmetler Müdürlüğü,"Merhaba, Fatura kesiminde isim yanlış yazılmış. Gerekli kontrollerin yapılmasını rica ediyoruz."
İmar ve Şehircilik Müdürlüğü,Belediyeye iletmek istiyorum: Riskli yapı olarak bildirilen bina hâlâ boşaltılmadı. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Bilgi İşlem Müdürlüğü,"Sayın yetkili, Mobil uygulama üzerinden şikayet gönderilemiyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Fen İşleri Müdürlüğü,"Merhaba, Rögar kapakları açık bırakılmış, çocuklar için ciddi tehlike oluşturuyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Kültür ve Sosyal İşler Müdürlüğü,"Merhaba, Etkinliklerin duyurusu zamanında yapılmıyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Mali Hizmetler Müdürlüğü,Fatura kesiminde isim yanlış yazılmış. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
İnsan Kaynakları ve Eğitim Müdürlüğü,"Personel sayısı yetersiz olduğu için işlemler çok yavaş ilerliyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Mali Hizmetler Müdürlüğü,Fatura kesiminde isim yanlış yazılmış. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Fen İşleri Müdürlüğü,"Merhaba, Rögar kapakları açık bırakılmış, çocuklar için ciddi tehlike oluşturuyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Sosyal Yardım İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Evsiz bir vatandaş haftalardır sokakta kalıyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Zabıta Müdürlüğü,Belediyeye iletmek istiyorum: Ruhsatsız çalışan işletmeler mahalle sakinlerini huzursuz ediyor. Bu konuda ivedilikle işlem yapılması bekleniyor.
Veteriner İşleri Müdürlüğü,"Merhaba, Mahallemizde başıboş köpekler çocukları korkutuyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
İmar ve Şehircilik Müdürlüğü,"Merhaba, Yapı izni olmadan balkon kapatılmış, görüntü kirliliği oluştu. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Sosyal Yardım İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Gıda yardımı başvurum reddedildi, nedenini öğrenemiyorum. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Bilgi İşlem Müdürlüğü,"Sayın yetkili, E-devlet üzerinden belge alamıyorum, hata veriyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Bilgi İşlem Müdürlüğü,Randevu sistemine giriş yapılamıyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Ulaşım Hizmetleri Müdürlüğü,"Merhaba, Otobüs şoförleri kaba davranıyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Ruhsat ve Denetim Müdürlüğü,Belediyeye iletmek istiyorum: Hijyen kurallarına uymayan işletmeler hakkında işlem yapılmıyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Mali Hizmetler Müdürlüğü,Belediyeye iletmek istiyorum: Geçmiş borç bilgilerine ulaşamıyorum. Gerekli kontrollerin yapılmasını rica ediyoruz.
Zabıta Müdürlüğü,"Merhaba, Ruhsatsız çalışan işletmeler mahalle sakinlerini huzursuz ediyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Temizlik İşleri Müdürlüğü,Çöp arabası saatinde gelmediği için hayvanlar çöpleri dağıttı. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
Fen İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Yeni yapılan kaldırımın üstüne araçlar park ediyor, yayalar yola inmek zorunda kalıyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Hukuk İşleri Müdürlüğü,"Sayın yetkili, Yıkım kararı hakkında yasal bilgilendirme yapılmadı. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Veteriner İşleri Müdürlüğü,"Sokakta yaralı bir köpek var, müdahale edilmesini istiyoruz. Gerekli kontrollerin yapılmasını rica ediyoruz."
Ulaşım Hizmetleri Müdürlüğü,Belediyeye iletmek istiyorum: Otobüs şoförleri kaba davranıyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Kültür ve Sosyal İşler Müdürlüğü,"Sayın yetkili, Gençlik merkezinde spor aletleri eksik. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Bilgi İşlem Müdürlüğü,"Belediyeye iletmek istiyorum: Kiosk ekranı çalışmıyor, hizmet alamadım. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Ulaşım Hizmetleri Müdürlüğü,"Belediyeye iletmek istiyorum: Toplu taşıma saatleri yetersiz, işe geç kalıyoruz. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Mali Hizmetler Müdürlüğü,Vergi dairesiyle bilgilerim uyuşmuyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Ulaşım Hizmetleri Müdürlüğü,"Sayın yetkili, Toplu taşıma saatleri yetersiz, işe geç kalıyoruz. Gerekli kontrollerin yapılmasını rica ediyoruz."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Sayın yetkili, Personel hizmet içi eğitim almalı, yetersizlik görülüyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
İmar ve Şehircilik Müdürlüğü,"Merhaba, İnşaatlar gece geç saatlere kadar çalışıyor, gürültü rahatsız edici. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Fen İşleri Müdürlüğü,"Rögar kapakları açık bırakılmış, çocuklar için ciddi tehlike oluşturuyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
İmar ve Şehircilik Müdürlüğü,"Merhaba, Yeni ruhsat alım süreci hakkında bilgi alamıyoruz. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Mali Hizmetler Müdürlüğü,"Sayın yetkili, Online ödeme sisteminde borç gözükmüyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Bilgi İşlem Müdürlüğü,"Merhaba, Kiosk ekranı çalışmıyor, hizmet alamadım. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Çevre Koruma ve Kontrol Müdürlüğü,"Merhaba, Fabrikadan yayılan duman nedeniyle cam açamıyoruz. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Veteriner İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Sokakta yaralı bir köpek var, müdahale edilmesini istiyoruz. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Zabıta Müdürlüğü,Belediyeye iletmek istiyorum: Kaldırımlarda izinsiz tezgah açan satıcılar yayaları engelliyor. Gerekli kontrollerin yapılmasını rica ediyoruz.
Mali Hizmetler Müdürlüğü,Belediyeye iletmek istiyorum: Vergi dairesiyle bilgilerim uyuşmuyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
Fen İşleri Müdürlüğü,"Merhaba, Sokağımızdaki asfalt tamamen dökülmüş durumda, araçlar zarar görüyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Fen İşleri Müdürlüğü,"Sayın yetkili, Kış aylarında mahallemiz sürekli su birikintisiyle doluyor, altyapı çalışması yapılmalı. Sürekli ertelenen bu sorun artık kronik hale geldi."
Çevre Koruma ve Kontrol Müdürlüğü,"Sayın yetkili, Hava kirliliği nedeniyle çocuklar dışarı çıkamıyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Sosyal Yardım İşleri Müdürlüğü,"Sayın yetkili, Engelli kardeşim için destek hizmetlerinden yararlanmak istiyoruz. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Çevre Koruma ve Kontrol Müdürlüğü,"Belediyeye iletmek istiyorum: Haşere ilaçlaması düzenli yapılmıyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Çevre Koruma ve Kontrol Müdürlüğü,Belediyeye iletmek istiyorum: Mahallede kimyasal atık kokusu hissediliyor. Gerekli kontrollerin yapılmasını rica ediyoruz.
Ruhsat ve Denetim Müdürlüğü,"Merhaba, Gıda satışı yapan yerler denetlenmiyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
Kültür ve Sosyal İşler Müdürlüğü,Belediyeye iletmek istiyorum: Kadınlara yönelik atölye çalışmaları artırılmalı. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Fen İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Sokağımızdaki asfalt tamamen dökülmüş durumda, araçlar zarar görüyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Park ve Bahçeler Müdürlüğü,"Parkta oturacak bank yok, yaşlılar dinlenemiyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Sosyal Yardım İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Yaşlı annem için evde bakım desteği talep ediyorum. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
İmar ve Şehircilik Müdürlüğü,"Merhaba, Yan binada kaçak kat yapımı başladı, denetim bekliyoruz. Bu konuda ivedilikle işlem yapılması bekleniyor."
Kültür ve Sosyal İşler Müdürlüğü,"Merhaba, Mahallemizde hiçbir kültürel etkinlik düzenlenmiyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Hukuk İşleri Müdürlüğü,"Merhaba, Belediyeden gelen cezaya itiraz etmek istiyorum, bilgi verilmiyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Mahalle parkındaki kaydırak kırılmış, çocuklar yaralanabilir. Bu konuda ivedilikle işlem yapılması bekleniyor."
Fen İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Kış aylarında mahallemiz sürekli su birikintisiyle doluyor, altyapı çalışması yapılmalı. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
İmar ve Şehircilik Müdürlüğü,"Yapı izni olmadan balkon kapatılmış, görüntü kirliliği oluştu. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Belediyede eğitim seminerleri artırılmalı. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Zabıta Müdürlüğü,Ruhsatsız çalışan işletmeler mahalle sakinlerini huzursuz ediyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Çevre Koruma ve Kontrol Müdürlüğü,Belediyeye iletmek istiyorum: Haşere ilaçlaması düzenli yapılmıyor. Gerekli kontrollerin yapılmasını rica ediyoruz.
Bilgi İşlem Müdürlüğü,"Sayın yetkili, Belediyenin web sitesi açılmıyor, işlem yapamıyorum. Komşularla birlikte imza toplayarak şikayet oluşturduk."
İnsan Kaynakları ve Eğitim Müdürlüğü,Yeni alımlar hakkında bilgiye ulaşamıyoruz. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Veteriner İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Sahipsiz hayvanlar için mama-su kabı bırakılmalı. Bu konuda ivedilikle işlem yapılması bekleniyor.
Çevre Koruma ve Kontrol Müdürlüğü,"Merhaba, Hava kirliliği nedeniyle çocuklar dışarı çıkamıyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Ulaşım Hizmetleri Müdürlüğü,"Sayın yetkili, Bisiklet yolu çizgileri silinmiş durumda. Gerekli kontrollerin yapılmasını rica ediyoruz."
Temizlik İşleri Müdürlüğü,"Sokaklar günlerdir süpürülmedi, biriken toz evlere doluyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
Mali Hizmetler Müdürlüğü,"Merhaba, Fatura kesiminde isim yanlış yazılmış. Bu konuda ivedilikle işlem yapılması bekleniyor."
Veteriner İşleri Müdürlüğü,Mahallemizde başıboş köpekler çocukları korkutuyor. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Hukuk İşleri Müdürlüğü,"Sayın yetkili, Resmi itiraz dilekçeme hala yanıt verilmedi. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Temizlik İşleri Müdürlüğü,"Geri dönüşüm kutuları düzenli toplanmadığı için çöpler yerlere atılıyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Bilgi İşlem Müdürlüğü,"Belediyeye iletmek istiyorum: Kiosk ekranı çalışmıyor, hizmet alamadım. Sürekli ertelenen bu sorun artık kronik hale geldi."
İnsan Kaynakları ve Eğitim Müdürlüğü,Belediyeye iletmek istiyorum: Belediye çalışanı vatandaşa karşı saygısız davrandı. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
Su ve Kanalizasyon Müdürlüğü,"Sayın yetkili, Kanalizasyon tıkanıklığı nedeniyle kötü koku var. Bu konuda ivedilikle işlem yapılması bekleniyor."
İmar ve Şehircilik Müdürlüğü,"Sayın yetkili, Yapı izni olmadan balkon kapatılmış, görüntü kirliliği oluştu. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Bilgi İşlem Müdürlüğü,"Sayın yetkili, Mobil uygulama üzerinden şikayet gönderilemiyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
Veteriner İşleri Müdürlüğü,"Merhaba, Hayvan barınağındaki şartlar çok kötü, denetim yapılmalı. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Bilgi İşlem Müdürlüğü,"Belediyeye iletmek istiyorum: E-devlet üzerinden belge alamıyorum, hata veriyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
İmar ve Şehircilik Müdürlüğü,"Belediyeye iletmek istiyorum: İnşaatlar gece geç saatlere kadar çalışıyor, gürültü rahatsız edici. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Temizlik İşleri Müdürlüğü,"Sayın yetkili, Sokaklar günlerdir süpürülmedi, biriken toz evlere doluyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
Zabıta Müdürlüğü,Gece geç saatlerde açık olan işletmelerden yüksek ses geliyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Çevre Koruma ve Kontrol Müdürlüğü,"Merhaba, Haşere ilaçlaması düzenli yapılmıyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Çevre Koruma ve Kontrol Müdürlüğü,"Sayın yetkili, Mahallede kimyasal atık kokusu hissediliyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Mali Hizmetler Müdürlüğü,"Merhaba, Emlak vergisi çok yüksek geldi, itiraz etmek istiyorum. Sürekli ertelenen bu sorun artık kronik hale geldi."
Bilgi İşlem Müdürlüğü,Belediyeye iletmek istiyorum: Randevu sistemine giriş yapılamıyor. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Bilgi İşlem Müdürlüğü,"Mobil uygulama üzerinden şikayet gönderilemiyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Ruhsat ve Denetim Müdürlüğü,Yan binadaki kafe ruhsatsız çalışıyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
Su ve Kanalizasyon Müdürlüğü,"Belediyeye iletmek istiyorum: Mahallede su basıncı çok düşük, duş alamıyoruz. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Zabıta Müdürlüğü,"Sayın yetkili, Ruhsatsız çalışan işletmeler mahalle sakinlerini huzursuz ediyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
Fen İşleri Müdürlüğü,"Merhaba, Rögar kapakları açık bırakılmış, çocuklar için ciddi tehlike oluşturuyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Ulaşım Hizmetleri Müdürlüğü,"Bisiklet yolu çizgileri silinmiş durumda. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Temizlik İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Çöp arabası saatinde gelmediği için hayvanlar çöpleri dağıttı. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Kültür ve Sosyal İşler Müdürlüğü,Etkinliklerin duyurusu zamanında yapılmıyor. Gerekli kontrollerin yapılmasını rica ediyoruz.
Sosyal Yardım İşleri Müdürlüğü,Yaşlı annem için evde bakım desteği talep ediyorum. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
İnsan Kaynakları ve Eğitim Müdürlüğü,"Merhaba, Belediye çalışanı vatandaşa karşı saygısız davrandı. Gerekli kontrollerin yapılmasını rica ediyoruz."
İmar ve Şehircilik Müdürlüğü,Riskli yapı olarak bildirilen bina hâlâ boşaltılmadı. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Hukuk İşleri Müdürlüğü,"Merhaba, Dava süreciyle ilgili bilgi talep ettim, dönüş olmadı. Gerekli kontrollerin yapılmasını rica ediyoruz."
Veteriner İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Mahallemizde başıboş köpekler çocukları korkutuyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
İnsan Kaynakları ve Eğitim Müdürlüğü,Yeni alımlar hakkında bilgiye ulaşamıyoruz. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Ulaşım Hizmetleri Müdürlüğü,"Merhaba, Duraklarda güneşlik veya oturak yok. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Hukuk İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Hukuki destek almak istiyorum ama ulaşamıyorum. Bu konuda ivedilikle işlem yapılması bekleniyor.
Zabıta Müdürlüğü,Kaldırımlarda izinsiz tezgah açan satıcılar yayaları engelliyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Çevre Koruma ve Kontrol Müdürlüğü,"Merhaba, Mahallede kimyasal atık kokusu hissediliyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
İmar ve Şehircilik Müdürlüğü,"Merhaba, Yapı izni olmadan balkon kapatılmış, görüntü kirliliği oluştu. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Sosyal Yardım İşleri Müdürlüğü,"Sayın yetkili, Engelli kardeşim için destek hizmetlerinden yararlanmak istiyoruz. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Ruhsat ve Denetim Müdürlüğü,"Sayın yetkili, Yeni açtığım iş yeri için ruhsat başvurum beklemede. Gerekli kontrollerin yapılmasını rica ediyoruz."
Su ve Kanalizasyon Müdürlüğü,"Belediyeye iletmek istiyorum: Yağmur sonrası rögarlar taştı, yollarda su birikti. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Fen İşleri Müdürlüğü,"Merhaba, Yeni yapılan kaldırımın üstüne araçlar park ediyor, yayalar yola inmek zorunda kalıyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Park ve Bahçeler Müdürlüğü,"Merhaba, Çimler uzun süredir biçilmiyor, park bakımsız halde. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Ulaşım Hizmetleri Müdürlüğü,"Belediyeye iletmek istiyorum: Toplu taşıma saatleri yetersiz, işe geç kalıyoruz. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Bilgi İşlem Müdürlüğü,"Kiosk ekranı çalışmıyor, hizmet alamadım. Sürekli ertelenen bu sorun artık kronik hale geldi."
Su ve Kanalizasyon Müdürlüğü,"Belediyeye iletmek istiyorum: Mahallede su basıncı çok düşük, duş alamıyoruz. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Temizlik İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Molozlar uzun süredir kaldırılmadı, çevre görüntüsü kötüleşti. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Temizlik İşleri Müdürlüğü,"Çöp konteyneri kırılmış, çöpler dışarı taşıyor ve kötü koku yayıyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Sosyal Yardım İşleri Müdürlüğü,"Sayın yetkili, Gıda yardımı başvurum reddedildi, nedenini öğrenemiyorum. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Ulaşım Hizmetleri Müdürlüğü,Bisiklet yolu çizgileri silinmiş durumda. Sürekli ertelenen bu sorun artık kronik hale geldi.
Hukuk İşleri Müdürlüğü,"Sayın yetkili, Resmi itiraz dilekçeme hala yanıt verilmedi. Sürekli ertelenen bu sorun artık kronik hale geldi."
Hukuk İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Dava süreciyle ilgili bilgi talep ettim, dönüş olmadı. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Zabıta Müdürlüğü,"Sayın yetkili, Sokakta sürekli dilenen kişiler halkı rahatsız ediyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Fen İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Sokağımızdaki asfalt tamamen dökülmüş durumda, araçlar zarar görüyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Su ve Kanalizasyon Müdürlüğü,"Merhaba, Kanalizasyon tıkanıklığı nedeniyle kötü koku var. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Çevre Koruma ve Kontrol Müdürlüğü,"Belediyeye iletmek istiyorum: Çöp konteynerleri dezenfekte edilmiyor, sinek artışı var. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Kültür ve Sosyal İşler Müdürlüğü,Etkinliklerin duyurusu zamanında yapılmıyor. Bu konuda ivedilikle işlem yapılması bekleniyor.
Kültür ve Sosyal İşler Müdürlüğü,Belediyeye iletmek istiyorum: Kadınlara yönelik atölye çalışmaları artırılmalı. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Fen İşleri Müdürlüğü,"Sayın yetkili, Rögar kapakları açık bırakılmış, çocuklar için ciddi tehlike oluşturuyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
Ulaşım Hizmetleri Müdürlüğü,"Merhaba, Toplu taşıma saatleri yetersiz, işe geç kalıyoruz. Gerekli kontrollerin yapılmasını rica ediyoruz."
Hukuk İşleri Müdürlüğü,Resmi itiraz dilekçeme hala yanıt verilmedi. Sürekli ertelenen bu sorun artık kronik hale geldi.
Ulaşım Hizmetleri Müdürlüğü,Belediyeye iletmek istiyorum: Duraklarda güneşlik veya oturak yok. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
Ulaşım Hizmetleri Müdürlüğü,"Toplu taşıma saatleri yetersiz, işe geç kalıyoruz. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Zabıta Müdürlüğü,Ruhsatsız çalışan işletmeler mahalle sakinlerini huzursuz ediyor. Gerekli kontrollerin yapılmasını rica ediyoruz.
Sosyal Yardım İşleri Müdürlüğü,Engelli kardeşim için destek hizmetlerinden yararlanmak istiyoruz. Komşularla birlikte imza toplayarak şikayet oluşturduk.
